date,Open,Low,High,Close,date1
2020-03-04,190.04,184.67,191.83,189.57,2020-03-04
2020-03-05,184.525,183.8901,190.6,186.14,2020-03-05
2020-03-06,179.44,176.26,185.97,177.12,2020-03-06
2020-03-07,179.98,179.5,179.98,179.77,2020-03-07
2020-03-09,169.51,165.19,175.0,171.0,2020-03-09
2020-03-10,175.27,169.5,178.29,174.85,2020-03-10
2020-03-11,170.45,167.66,175.88,173.46,2020-03-11
2020-03-12,158.63,151.0,166.6,151.5,2020-03-12
2020-03-13,162.1,154.47,170.79,160.5,2020-03-13
2020-03-16,155.1824,143.1,159.88,150.68,2020-03-16
2020-03-17,148.76,140.0,155.99,147.83,2020-03-17
2020-03-18,150.51,137.1006,151.25,144.965,2020-03-18
2020-03-19,155.04,144.0,159.9294,157.22,2020-03-19
2020-03-20,148.51,148.0,162.5,156.555,2020-03-20
2020-03-23,147.12,142.25,156.0,147.5,2020-03-23
2020-03-24,154.95,151.77,161.31,155.0,2020-03-24
2020-03-25,163.95,153.06,165.0,156.6,2020-03-25
2020-03-26,154.0,153.12,164.0,156.62,2020-03-26
2020-03-27,155.99,154.75,161.0,156.5037,2020-03-27
2020-03-30,156.56,155.01,166.75,159.76,2020-03-30
2020-03-31,167.32,164.2,170.93,168.0046,2020-03-31
2020-04-01,162.775,158.035,164.15,159.56,2020-04-01
2020-04-02,158.1,155.92,162.5,159.78,2020-04-02
2020-04-03,154.5,150.83,158.9794,152.99,2020-04-03
2020-04-06,164.71,158.51,166.2,159.53,2020-04-06
2020-04-07,170.25,166.01,173.39,170.82,2020-04-07
2020-04-08,171.89,167.74,175.0,168.78,2020-04-08
2020-04-09,172.6,171.06,177.45,175.6011,2020-04-09
2020-04-13,173.23,169.45,176.5,173.39,2020-04-13
2020-04-14,180.58,176.62,181.225,180.66,2020-04-14
2020-04-15,176.98,172.82,178.61,174.32,2020-04-15
2020-04-16,173.37,172.51,181.65,174.025,2020-04-16
2020-04-17,177.09,176.66,181.38,179.3,2020-04-17
2020-04-20,176.72,176.3,180.5,178.57,2020-04-20
2020-04-21,171.745,168.3408,178.0,171.8,2020-04-21
2020-04-22,183.88,175.0,184.78,176.03,2020-04-22
2020-04-23,184.94,181.02,187.05,184.09,2020-04-23
2020-04-24,184.83,180.825,192.51,184.626,2020-04-24
2020-04-27,187.795,187.26,194.79,192.4,2020-04-27
2020-04-28,184.71,182.56,190.6,189.5,2020-04-28
2020-04-29,195.02,188.1,217.26,195.991,2020-04-29
2020-04-30,211.92,201.0,212.9,206.1537,2020-04-30
2020-05-01,205.11,198.0,207.28,202.25,2020-05-01
2020-05-04,203.92,198.7562,205.91,200.5,2020-05-04
2020-05-05,208.87,206.0,210.38,208.27,2020-05-05
2020-05-06,210.4599,206.66,211.6,210.775,2020-05-06
2020-05-07,210.86,209.04,212.18,209.715,2020-05-07
2020-05-08,213.47,210.85,214.0,212.35,2020-05-08
2020-05-11,210.65,210.01,215.0,212.69,2020-05-11
2020-05-12,214.48,207.79,215.275,214.85,2020-05-12
2020-05-13,203.7,202.11,211.5,210.31,2020-05-13
2020-05-14,205.13,200.69,207.3499,204.4884,2020-05-14
2020-05-15,205.675,204.12,211.34,205.3,2020-05-15
2020-05-18,212.2515,210.94,214.75,212.91,2020-05-18
2020-05-19,219.32,212.22,220.49,213.0906,2020-05-19
2020-05-20,229.88,216.88,232.24,220.09,2020-05-20
2020-05-21,234.0,229.3,237.2,232.02,2020-05-21
2020-05-22,230.46,228.04,235.99,234.79,2020-05-22
2020-05-26,235.49,231.62,240.9,239.7,2020-05-26
2020-05-27,226.44,221.1347,235.5,227.2,2020-05-27
2020-05-28,224.4,221.67,231.6332,226.45,2020-05-28
2020-05-29,225.09,222.88,227.49,223.549,2020-05-29
2020-06-01,229.38,223.04,232.93,228.88,2020-06-01
2020-06-02,229.0378,226.56,234.13,229.43,2020-06-02
2020-06-03,229.54,228.53,232.75,231.0071,2020-06-03
2020-06-04,231.25,224.61,231.63,227.73,2020-06-04
2020-06-05,230.56,224.61,231.35,226.94,2020-06-05
2020-06-08,231.2,227.41,231.55,229.66,2020-06-08
2020-06-09,235.51,228.9,239.95,238.66,2020-06-09
2020-06-10,240.61,235.23,241.75,237.12,2020-06-10
2020-06-11,224.705,223.55,234.81,231.9,2020-06-11
2020-06-12,228.46,224.5,231.66,229.13,2020-06-12
2020-06-15,229.15,222.53,234.94,230.19,2020-06-15
2020-06-16,234.571,233.0,238.46,236.21,2020-06-16
2020-06-17,236.1175,231.7268,237.88,236.4,2020-06-17
2020-06-18,233.4,232.15,236.65,234.43,2020-06-18
2020-06-19,237.42,235.55,240.83,239.78,2020-06-19
2020-06-22,238.9499,236.91,240.7,238.69,2020-06-22
2020-06-23,240.6799,239.86,245.1853,241.9,2020-06-23
2020-06-24,235.22,232.68,243.22,233.95,2020-06-24
2020-06-25,232.5,231.29,237.3,235.75,2020-06-25
2020-06-26,213.88,212.24,235.68,212.5,2020-06-26
2020-06-29,215.39,206.23,221.0,211.2,2020-06-29
2020-06-30,219.86,218.47,227.5,219.754,2020-06-30
2020-07-01,234.16,224.21,239.0,236.99,2020-07-01
2020-07-02,234.41,232.61,240.69,234.67,2020-07-02
2020-07-06,236.48,232.27,241.0,240.85,2020-07-06
2020-07-07,238.8,237.1,247.65,238.1,2020-07-07
2020-07-08,244.0,236.59,246.99,243.49,2020-07-08
2020-07-09,244.43,239.24,246.525,244.4,2020-07-09
2020-07-10,243.8,239.32,245.49,243.97,2020-07-10
2020-07-13,240.8,238.42,250.15,239.54,2020-07-13
2020-07-14,237.579,232.03,241.03,239.25,2020-07-14
2020-07-15,240.115,238.05,244.82,240.0002,2020-07-15
2020-07-16,237.15,234.52,241.76,236.0,2020-07-16
2020-07-17,238.13,237.86,244.16,242.94,2020-07-17
2020-07-20,243.87,235.635,246.05,242.65,2020-07-20
2020-07-21,239.85,238.0,247.75,241.59,2020-07-21
2020-07-22,238.7668,238.12,241.9,240.62,2020-07-22
2020-07-23,239.9,231.0,242.42,240.2,2020-07-23
2020-07-24,229.81,226.9,233.49,230.375,2020-07-24
2020-07-27,232.85,230.0,234.95,232.33,2020-07-27
2020-07-28,231.5,229.83,235.05,234.42,2020-07-28
2020-07-29,232.1201,230.12,234.1,231.8006,2020-07-29
2020-07-30,233.3,229.0,254.0,250.8,2020-07-30
2020-07-31,251.61,247.42,255.88,252.51,2020-07-31
2020-08-03,251.5,250.33,255.4,253.24,2020-08-03
2020-08-04,248.55900000000003,247.43,252.8,251.12,2020-08-04
2020-08-05,249.05,247.77,252.2698,249.32,2020-08-05
2020-08-06,258.366,248.0,266.6,253.141,2020-08-06
2020-08-07,271.96,262.97,278.89,268.79,2020-08-07
2020-08-10,262.2347,259.69,273.86,268.02,2020-08-10
2020-08-11,264.365,255.13,265.915,256.81,2020-08-11
2020-08-12,262.7,257.99,263.8973,259.915,2020-08-12
2020-08-13,260.635,259.57,265.16,260.5,2020-08-13
2020-08-14,260.64,258.6801,262.98,260.3,2020-08-14
2020-08-17,261.35,259.4,264.0973,262.49,2020-08-17
2020-08-18,261.2957,259.26,265.15,261.445,2020-08-18
2020-08-19,266.41,261.16,267.908,262.33,2020-08-19
2020-08-20,266.7101,260.75,270.0,266.97,2020-08-20
2020-08-21,267.18,262.12,270.49,267.075,2020-08-21
2020-08-24,271.27,268.6,277.2478,270.55,2020-08-24
2020-08-25,272.42,270.2601,283.09,272.77,2020-08-25
2020-08-26,296.265,282.18,307.77,303.1,2020-08-26
2020-08-27,293.68,290.91,304.0,298.76,2020-08-27
2020-08-28,292.12,290.98,297.23,293.41,2020-08-28
2020-08-31,294.225,291.55,297.25,293.2,2020-08-31
2020-09-01,296.67,292.71,301.49,296.11,2020-09-01
2020-09-02,302.84,293.05,303.9,298.47,2020-09-02
2020-09-03,287.1539,283.63,302.0,301.2,2020-09-03
2020-09-04,281.48,271.14,290.22,281.9629,2020-09-04
2020-09-08,269.0,267.0,281.4,278.93,2020-09-08
2020-09-09,274.53,271.35,278.48,275.0,2020-09-09
2020-09-10,273.59,267.0319,279.16,268.55,2020-09-10
2020-09-11,267.455,262.64,272.71,265.055,2020-09-11
2020-09-14,273.31,265.7,276.64,275.4599,2020-09-14
2020-09-15,273.5468,263.3,274.52,273.24,2020-09-15
2020-09-16,269.355,261.79,272.44,268.06,2020-09-16
2020-09-17,255.5,250.19,263.52,254.46,2020-09-17
2020-09-18,258.98,250.05,260.38,251.84,2020-09-18
2020-09-21,248.6,244.13,251.0,246.2849,2020-09-21
2020-09-22,250.7,248.22,255.32,254.45,2020-09-22
2020-09-23,256.77,246.21,257.9921,255.1903,2020-09-23
2020-09-24,250.35,245.4,252.24,251.09,2020-09-24
2020-09-25,249.4,246.61,255.75,253.69,2020-09-25
2020-09-28,256.9,254.8208,259.98,256.62,2020-09-28
2020-09-29,262.3,256.5,263.33,259.66,2020-09-29
2020-09-30,264.54900000000004,258.05,266.085,261.5,2020-09-30
2020-10-01,266.48,262.55,268.33,266.0301,2020-10-01
2020-10-02,260.18,258.8,265.15,259.31,2020-10-02
2020-10-05,263.83,260.8401,264.865,264.2,2020-10-05
2020-10-06,263.81,255.6,265.69,257.21,2020-10-06
2020-10-07,256.29,254.82,260.6,258.1458,2020-10-07
2020-10-08,263.265,259.1488,264.62,262.9701,2020-10-08
2020-10-09,262.79,262.17,265.24,263.4215,2020-10-09
2020-10-12,269.57,265.0,280.18,275.57,2020-10-12
2020-10-13,274.8955,273.39,279.33,275.29,2020-10-13
2020-10-14,271.03,271.03,278.75,273.2899,2020-10-14
2020-10-15,265.4399,263.67,269.19,265.29,2020-10-15
2020-10-16,265.0,264.78,271.37,269.3299,2020-10-16
2020-10-19,262.87,259.88,268.55,264.59,2020-10-19
2020-10-20,269.085,262.05,276.66,275.25,2020-10-20
2020-10-21,274.4,272.5,283.05,280.1752,2020-10-21
2020-10-22,278.02,275.04,282.45,278.6,2020-10-22
2020-10-23,280.45,276.82,286.96,278.5,2020-10-23
2020-10-26,276.0255,274.26,285.23,282.83,2020-10-26
2020-10-27,282.495,276.31,284.51,281.86,2020-10-27
2020-10-28,275.12,267.26,282.59,274.44,2020-10-28
2020-10-29,276.74,270.79,298.06,276.25,2020-10-29
2020-10-30,263.05,259.1,281.54,262.9851,2020-10-30
2020-11-02,266.0,263.75,266.69,265.0,2020-11-02
